Gastag;Stand;VHP_IND;VHP_PLUS;VHP_MINUS;REVK_MIN;REEK_MAX;TRANS_EK;TRANS_VK;AE_NEG;AE_POS
18.10.2015;17.10.2015 15:06;1,8372;1,8739;1,8005;0;0;0;0;1,8005;1,8739
17.10.2015;17.10.2015 15:05;1,8376;1,8744;1,8008;0;0;0;0;1,8008;1,8744
18.10.2015;17.10.2015 15:05;1,8372;1,8739;1,8005;0;0;0;0;1,8005;1,8739
18.10.2015;17.10.2015 14:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 14:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 14:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 14:35;1,8376;1,8744;1,8008;0;0;0;0;1,8008;1,8744
17.10.2015;17.10.2015 14:06;1,8376;1,8744;1,8008;0;0;0;0;1,8008;1,8744
18.10.2015;17.10.2015 14:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 14:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 14:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 13:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 13:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 13:35;1,8376;1,8744;1,8008;0;0;0;0;1,8008;1,8744
16.10.2015;17.10.2015 13:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 13:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 13:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 13:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 13:05;1,8376;1,8744;1,8008;0;0;0;0;1,8008;1,8744
18.10.2015;17.10.2015 12:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 12:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 12:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 12:35;1,8376;1,8744;1,8008;0;0;0;0;1,8008;1,8744
18.10.2015;17.10.2015 12:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 12:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 12:05;1,8377;1,8745;1,8009;0;0;0;0;1,8009;1,8745
16.10.2015;17.10.2015 12:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
16.10.2015;17.10.2015 11:38;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 11:38;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 11:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 11:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 11:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 11:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 11:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 11:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 10:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 10:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 10:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 10:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;17.10.2015 10:09;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 10:09;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 10:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 10:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 10:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;17.10.2015 09:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 09:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 09:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 09:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 09:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 09:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;17.10.2015 09:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 09:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 08:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 08:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 08:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 08:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 08:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 08:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 08:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 08:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 07:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 07:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 07:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 07:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;17.10.2015 07:06;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 07:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 07:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 07:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 06:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 06:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 06:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 06:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;17.10.2015 06:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 06:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 06:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 06:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 06:00;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 05:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 05:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 05:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 05:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;17.10.2015 05:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 05:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 05:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 05:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 04:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 04:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 04:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 04:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
16.10.2015;17.10.2015 04:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 04:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 04:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 04:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;17.10.2015 03:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 03:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 03:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 03:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 03:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 03:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 03:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 03:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 02:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 02:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 02:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;17.10.2015 02:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
16.10.2015;17.10.2015 02:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 02:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 02:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 02:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 01:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 01:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;17.10.2015 01:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 01:35;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 01:07;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
16.10.2015;17.10.2015 01:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 01:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 01:05;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 01:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 00:37;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
18.10.2015;17.10.2015 00:36;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 00:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;17.10.2015 00:36;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
18.10.2015;17.10.2015 00:06;1,8369;1,8736;1,8002;0;0;0;0;1,8002;1,8736
17.10.2015;17.10.2015 00:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
18.10.2015;17.10.2015 00:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;17.10.2015 00:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
16.10.2015;16.10.2015 23:36;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 23:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 23:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 23:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;16.10.2015 23:06;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 23:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 23:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 23:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 22:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 22:36;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 22:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 22:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 22:06;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 22:06;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 22:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 22:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 21:36;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 21:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 21:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 21:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 21:06;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 21:06;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;16.10.2015 21:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 21:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
16.10.2015;16.10.2015 20:36;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 20:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 20:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 20:06;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 20:06;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
15.10.2015;16.10.2015 20:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 20:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;16.10.2015 19:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 19:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 19:35;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
17.10.2015;16.10.2015 19:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;16.10.2015 19:06;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 19:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 19:05;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 19:05;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
16.10.2015;16.10.2015 18:36;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
17.10.2015;16.10.2015 18:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
17.10.2015;16.10.2015 18:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 18:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 18:06;1,8381;1,8749;1,8013;0;0;0;0;1,8013;1,8749
16.10.2015;16.10.2015 18:05;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
17.10.2015;16.10.2015 18:05;1,8373;1,874;1,8006;0;0;0;0;1,8006;1,874
15.10.2015;16.10.2015 18:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 17:36;1,8373;1,874;1,8006;0;0;0;0;1,8006;1,874
15.10.2015;16.10.2015 17:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 17:35;1,8373;1,874;1,8006;0;0;0;0;1,8006;1,874
16.10.2015;16.10.2015 17:35;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
17.10.2015;16.10.2015 17:06;1,837;1,8737;1,8003;0;0;0;0;1,8003;1,8737
15.10.2015;16.10.2015 17:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 17:05;1,837;1,8737;1,8003;0;0;0;0;1,8003;1,8737
16.10.2015;16.10.2015 17:05;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
16.10.2015;16.10.2015 16:38;1,8615;1,8987;1,8243;0;0;0;0;1,8243;1,8987
17.10.2015;16.10.2015 16:38;1,8383;1,8751;1,8015;0;0;0;0;1,8015;1,8751
17.10.2015;16.10.2015 16:35;1,8383;1,8751;1,8015;0;0;0;0;1,8015;1,8751
15.10.2015;16.10.2015 16:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 16:06;1,8395;1,8763;1,8027;0;0;0;0;1,8027;1,8763
16.10.2015;16.10.2015 16:05;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 16:05;1,8397;1,8765;1,8029;0;0;0;0;1,8029;1,8765
15.10.2015;16.10.2015 16:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
15.10.2015;16.10.2015 15:36;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 15:36;1,8397;1,8765;1,8029;0;0;0;0;1,8029;1,8765
17.10.2015;16.10.2015 15:35;1,8397;1,8765;1,8029;0;0;0;0;1,8029;1,8765
16.10.2015;16.10.2015 15:35;1,8616;1,8988;1,8244;0;0;0;0;1,8244;1,8988
17.10.2015;16.10.2015 15:06;1,8387;1,8755;1,8019;0;0;0;0;1,8019;1,8755
15.10.2015;16.10.2015 15:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 15:05;1,8387;1,8755;1,8019;0;0;0;0;1,8019;1,8755
16.10.2015;16.10.2015 15:05;1,8617;1,8989;1,8245;0;0;0;0;1,8245;1,8989
17.10.2015;16.10.2015 14:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 14:35;1,8617;1,8989;1,8245;0;0;0;0;1,8245;1,8989
17.10.2015;16.10.2015 14:35;1,84;1,8768;1,8032;0;0;0;0;1,8032;1,8768
15.10.2015;16.10.2015 14:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
15.10.2015;16.10.2015 14:08;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 14:08;1,84;1,8768;1,8032;0;0;0;0;1,8032;1,8768
16.10.2015;16.10.2015 14:05;1,8617;1,8989;1,8245;0;0;0;0;1,8245;1,8989
17.10.2015;16.10.2015 14:05;1,84;1,8768;1,8032;0;0;0;0;1,8032;1,8768
16.10.2015;16.10.2015 13:36;1,8617;1,8989;1,8245;0;0;0;0;1,8245;1,8989
17.10.2015;16.10.2015 13:36;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
15.10.2015;16.10.2015 13:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 13:35;1,8382;1,875;1,8014;0;0;0;0;1,8014;1,875
16.10.2015;16.10.2015 13:08;1,8617;1,8989;1,8245;0;0;0;0;1,8245;1,8989
17.10.2015;16.10.2015 13:08;1,8363;1,873;1,7996;0;0;0;0;1,7996;1,873
17.10.2015;16.10.2015 13:05;1,8363;1,873;1,7996;0;0;0;0;1,7996;1,873
15.10.2015;16.10.2015 13:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 12:36;1,8617;1,8989;1,8245;0;0;0;0;1,8245;1,8989
17.10.2015;16.10.2015 12:36;1,8362;1,8729;1,7995;0;0;0;0;1,7995;1,8729
17.10.2015;16.10.2015 12:35;1,8362;1,8729;1,7995;0;0;0;0;1,7995;1,8729
15.10.2015;16.10.2015 12:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 12:06;1,8354;1,8721;1,7987;0;0;0;0;1,7987;1,8721
16.10.2015;16.10.2015 12:06;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 12:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 12:05;1,8354;1,8721;1,7987;0;0;0;0;1,7987;1,8721
17.10.2015;16.10.2015 11:36;1,8326;1,8693;1,7959;0;0;0;0;1,7959;1,8693
17.10.2015;16.10.2015 11:35;1,8326;1,8693;1,7959;0;0;0;0;1,7959;1,8693
15.10.2015;16.10.2015 11:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 11:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 11:06;1,8323;1,8689;1,7957;0;0;0;0;1,7957;1,8689
17.10.2015;16.10.2015 11:05;1,83;1,8666;1,7934;0;0;0;0;1,7934;1,8666
16.10.2015;16.10.2015 11:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 11:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 10:36;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 10:36;1,83;1,8666;1,7934;0;0;0;0;1,7934;1,8666
15.10.2015;16.10.2015 10:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 10:35;1,83;1,8666;1,7934;0;0;0;0;1,7934;1,8666
16.10.2015;16.10.2015 10:06;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 10:06;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 10:06;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 09:36;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 09:36;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 09:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 09:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 09:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 09:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
15.10.2015;16.10.2015 08:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 08:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 08:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 08:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 08:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 08:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 07:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 07:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 07:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 07:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 07:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 07:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 06:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 06:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 06:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
15.10.2015;16.10.2015 06:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 06:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 06:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 06:00;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 05:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 05:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 05:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
16.10.2015;16.10.2015 05:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
17.10.2015;16.10.2015 05:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 05:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
15.10.2015;16.10.2015 04:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 04:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 04:35;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 04:05;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
17.10.2015;16.10.2015 04:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
16.10.2015;16.10.2015 04:05;1,8626;1,8999;1,8253;0;0;0;0;1,8253;1,8999
15.10.2015;16.10.2015 03:35;1,8642;1,9015;1,8269;0;1,91;0;0;1,8269;1,91
